codeinsee;localisation;typepav;domaine;entourage;naturesol;datemaj;flux;longitude;latitude
35066;AVENUE DE CORNOUAILLE;Aérien;Public;;;20080328;VE;-1.69733865585584;48.0358052263916
35189;RUE BENJAMIN RABIER collectifs Rosenthal;Aérien;Public;;;20080331;OM-MM;-1.71512402084103;48.1547768013421
35051;RUE DU BOIS FRIN  ANGLE RUE DE LA RENAUDIERE;Aérien;Public;;;20080314;VE;-1.62977891681668;48.1173627028797
35238;Rue JULIE D ANGENNES (Angle avenue de CUCILLE);Aérien;Public;Sans;Enrobé;20100203;VE;-1.69922994249031;48.1286198365053
35238;Boulevard de la Tour d Auvergne (angle rue Adolphe Thiers);Aérien;Public;;;;VE;-1.68428446907957;48.1065182739622
35055;Mail François Mitterand angle allée Jean Marais;Enterré;Public;Sans;Métal;20080904;OM-MM;-1.60778298557197;48.0856713721193
35189;GENS DU VOYAGE ROUTE DE PACE;Aérien;Public;;;20080331;VE;-1.72865963337784;48.1561031242668
35210;le pont de pace.rue du docteur léon;Aérien;Public;;;20080401;VE;-1.79172268876942;48.1496962088567
35238;Boulevard de Chézy (angle rue Jules Guesde);Aérien;Public;;;;VE;-1.68497707547827;48.1185686751268
35238;11 et 15 rue GABRIEL GERMAIN;Aérien;Public;Sans;Enrobé;20100203;VE;-1.69318830414116;48.1317060418384
35047;en limite de PONT REAN  RESTAURANT AUBERGE DE REAN;Aérien;Public;;;;VE;-1.77534288362036;48.0043720183093
35238;Boulevard Marbeuf;Aérien;Public;;;20080226;VE;-1.70514439183705;48.1102898114622
35238;RUE HENRI LE GUILLOUX ANGLE ALLEE DU DOCTEUR DORDAIN;Aérien;Public;;;20080523;VE;-1.69777611364501;48.1160909048477
35238;Campus de Beaulieu (Cité Joliot Curie);Aérien;Privé;;;;MM;-1.64428548105287;48.1219107102818
35238;Cours d Arnhem (angle square de Nimègue);Enterré;Public;Sans;Métal;20100428;OM-MM-VE;-1.65905769060334;48.0853890391723
35238;7  square des Cloteaux;Aérien;Privé;Sans;Gravier;;OM-MM;-1.69596135727735;48.0843455999418
35238;29  avenue des Gayeulles;Aérien;Privé;Sans;Enrobé;;MM;-1.65222091007638;48.131328957881
35238;42  rue Marc Sangnier;Aérien;Privé;;;;MM;-1.65556224562867;48.093138739488
35208;SALLE DES FETES  RUE DES SPORTS;Aérien;Public;;;20080401;VE;-1.67124829782076;47.9989781126712
35238;Place Sainte-Anne (côté rue Saint-Louis);Enterré;Public;Sans;Résine;;VE;-1.68135884947288;48.1145059196869
35238;Allée Lamache (angle rue Saint-Laurent);Aérien;Public;;;;VE;-1.65492810473546;48.1384667322803
35238;Place Bernanos (côté Super U);Enterré;Public;Sans;Métal;;VE;-1.66037592092814;48.1239565244867
35238;Rue de Coëtlogon (angle boulevard de Verdun);Aérien;Public;Sans;;;VE;-1.68520492437879;48.1226035679936
35059;RUE DE LA GARENNE;Aérien;Public;;;20080331;VE;-1.72203482497017;48.1722520930184
35281;LA HAUTE TEILLAIS  VERS ZONE DE MI-VOIE;Aérien;Public;;;20080425;VE;-1.70652535802277;48.072148435368
35353;RUE DU STADE;Aérien;Public;;;20080425;VE;-1.75611917694015;48.1144222280696
35238;Avenue Gros Malhon (près entrée Cimetière du Nord);Aérien;Public;Sans;;;VE;-1.68175444366026;48.1246126243765
35196;RUE DE LA CROIX IGNON;Aérien;Public;;;20080331;VE;-1.83439325380276;48.0820987327738
35238;Rue Michel Gérard (angle rue Jean Monet);Aérien;Public;;;;VE;-1.63864668944184;48.0878701860325
35238;Rue GEORGE MAILLOLS (angle rue VICTOR JANTON);Aérien;Public;Sans;Enrobé;20100203;VE;-1.70524016767721;48.1285816360809
35204;RUE DE LA SIACREE;Aérien;Public;Sans;;20080401;VE;-1.55010007355484;48.0412160735776
35238;Rue André Trasbot (MJC);Aérien;Public;;;20080226;VE;-1.70895605749579;48.1005393576381
35351;RESTAURANT SCOLAIRE;Aérien;Public;;;20080331;VE;-1.93273497841196;48.0697292188697
35238;Rue de Roumanie (angle square de Transylvanie );Aérien;Public;Haie;Enrobé;;OM;-1.6538314454426;48.0857335284256
35238;Rue Hermine Prod homme (angle rue Marie-Pape Carpentier);Aérien;Public;;;20080225;VE;-1.69491644687609;48.1056387818858
35088;;;;;;20080331;VE;-1.57942358867481;47.9624759177652
35238;Rue du 10ème d Artillerie (angle rue Théophile Briand);Aérien;Public;;;;VE;-1.67896556927999;48.1032340714916
35238;9  square Pierre Merlat;Aérien;Privé;;;;OM-MM;-1.65795040369637;48.1215901652481
35210;RUE DE VERGEAL (local éco) PRES PONT DE PACE;Aérien;Public;;;20080403;VE;-1.78875462947898;48.149994279874
35238;Avenue du Canada (angle promenade des Vikings);Aérien;Public;Grillage - Haie;Gravier;;OM-MM;-1.68223013887912;48.0859607442717
35055;RUE DE LA CHAUMINAIS;Aérien;Public;;;;OM;-1.61969103234399;48.0859815098831
35059;PARKING FACE MAIRIE;Aérien;Public;;;20080331;VE;-1.73309553052524;48.1770335124275
35238;Rue du Professeur Gineste;Aérien;Public;Sans;;20080226;VE;-1.69919484042833;48.1200089752247
35059;;Aérien;Public;Sans;Gravier;20090611;OM-MM;-1.72786023174071;48.1839363483959
35238;Rue des Français Libres (angle rue Jean Milon);Enterré;Public;Sans;Résine;20080108;VE;-1.6670391311532;48.1055078356024
35238;12  place Hoche;Enterré;Public;Sans;Métal;;VE;-1.67684800976243;48.1149485067733
35055;RUE DES MELLIETTES  ANGLE RUE DU BLOSNE;Aérien;Public;;;;VE;-1.62118877275812;48.0857058554324
35024;SALLE DES FETES  DERRIERE LA MAIRIE;Aérien;Public;;;20080310;VE;-1.63998696338129;48.1830659647738
35039;Le Haut Village;Aérien;Public;Sans;Gravier;20080314;VE;-1.50170017939387;48.1156058523114
35024;RUE DE CORNOUAILLES;Aérien;Public;;;20080303;VE;-1.64331324080405;48.1844112038231
35051;MAIL DE BOURCHEVREUIL  PLACE DU MARCHE;Enterré;Public;;;20080325;MM-VE;-1.60441907712108;48.1182591268533
35206;Rue Pierre Gripari (angle rue Paul Valéry);Aérien;Public;Sans;Terre;20100715;OM-MM;-1.66493744312777;48.033485738338
35363;CENTRE COMMERCIAL AVENUE DU CHEMIN VERT;Aérien;Public;;;20080403;VE;-1.70284466279616;48.0134474086407
35055;Mail François Mitterand angle allée Jean Cocteau;Enterré;Public;Sans;Métal;20100331;OM-MM;-1.6066097438576;48.0857002672604
35047;PARKING DE LA GARE;Aérien;Public;;;;VE;-1.75122791850118;48.0285660313902
35210;LE PATIS ROUSSEL VERS LA CHAPELLE DES FOUGERETZ;Aérien;Public;;;20080403;VE;-1.76154746269949;48.1635545542981
35189;Rue Alain Colas (côté impair);Enterré;Public;Sans;Métal;20100715;OM-MM;-1.71714869670742;48.154799885401
35238;Boulevard de Bulgarie (angle square de Sofia);Aérien;Public;;;20080107;VE;-1.65988972805727;48.0845780711996
35055;Allée  Joséphine Baker;Aérien;Public;Sans;Gravier;20080904;OM-MM;-1.60693004176427;48.0878033047793
35238;37  cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM;-1.66886127654575;48.0861662647067
35238;face 6  boulevard Villebois Mareuil;Aérien;Public;;;;VE;-1.65512978608504;48.1095852792324
35238;Rue Julien Offray de la Mettrie;Aérien;Public;Sans;;;VE;-1.68591818794479;48.125775450454
35240;MOIGNE  PARKING DE L EGLISE;Aérien;Public;;;20080331;VE;-1.77487141147643;48.0798606095853
35051;E.S.A.T  FOYER C.S.A.;Aérien;Public;;;20080314;VE;-1.62419252459186;48.121421527805
35238;Boulevard de Vitré (près de la station service);Aérien;Public;;;;VE;-1.65112803630844;48.1211740632773
35047;BOULEVARD PASTEUR PRES ECOLE DE MUSIQUE;Aérien;Public;;;;VE;-1.75230204480821;48.0216489559482
35238;Avenue Winston Churchill (près de la station service);Aérien;Public;Sans;;20080226;VE;-1.70864059221382;48.1208470760446
35238;1  rue d Andorre;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;-1.66914244681829;48.0868589602627
35278;RUE DU CHAMP MARQUE;Aérien;Public;;;20080424;VE;-1.68870116940965;48.1525364157098
35238;21  square Léon Bourgeois;Aérien;Privé;Haie;;20100407;OM;-1.65511053566778;48.0994616591604
35238;Place de la Gare (angle rue boulevard magenta);Enterré;Public;Sans;Résine;;VE;-1.67331891452917;48.1042826933613
35196;PLACE DE PLAISANCE  RUE DE PLAISANCE;Aérien;Public;;;20100531;VE;-1.8506642558984;48.0751004905836
35059;;Aérien;Public;Sans;Gravier;20100604;OM-MM-VE;-1.72553121967796;48.1834174716287
35238;Route de Vezin (angle rue de Merlin l Enchanteur);Aérien;Public;Sans;;20080226;VE;-1.71152868625154;48.1164341692736
35238;Rue Nungesser et Colli;Aérien;Public;Viking renforcé;Pavé;;OM-MM;-1.68334777983187;48.0923242249363
35240;CENTRE DE LOISIRS FERME DES PERRIERES;Aérien;Public;;;20080331;VE;-1.80209982305541;48.0995467514028
35055;;Aérien;Public;Sans;Gravier;20100310;OM-MM-VE;-1.60199204778027;48.0860685938303
35334;RUE DES ACCACIAS;Aérien;Public;;;20080425;VE;-1.58209614743672;48.1583075223339
35240;Immeubles RUE DES ACQUETS;Aérien;Public;;;;OM-MM;-1.79841262796567;48.096956933147
35238;Campus de Beaulieu (Cité Saint-Germain);Aérien;Privé;;;;MM-VE;-1.64525564637296;48.1222919383224
35196;angle route de Cintré;;;;;20090611;VE;-1.85405856571481;48.0749392518659
35055;RUE DU PORTAIL;Aérien;Public;;;;OM-MM;-1.61790804797292;48.0894360350981
35238;Rue du Général Nicolet;Aérien;Public;Sans;Béton;;OM-MM;-1.68025491456687;48.093006501131
35238;RUE SAINT HELIER (FACE RUE ALIZON);Aérien;Public;;;20080904;VE;-1.6680640348444;48.1063476669481
35238;Boulevard Albert 1er (côté rue de Nantes);Aérien;Public;Sans;Gravier;20080108;VE;-1.69263616615005;48.0901523122709
35238;45  rue Yves Noël;Aérien;Privé;Palissade bois;Béton;;OM-MM;-1.67714277616761;48.0897366416793
35238;12  allée de Maurepas;Enterré;Public;Sans;Métal;;OM-MM;-1.66199395184004;48.1271967057523
35238;Avenue du Général Leclerc (au feu du boulevard de Vitré);Aérien;Public;;;20080104;VE;-1.64855571537208;48.1141352212244
35238;Rue de Brest (angle rue Constant Verron);Aérien;Public;;;20080226;VE;-1.69201208381525;48.1126627831986
35206;PLACE JOSEPH CUGNOT  VERS SAINT ERBLON;Aérien;Public;;;20080401;VE;-1.666750908994;48.0382566083722
35055;secteur des 9 journaux;Enterré;Public;Sans;Métal;20100331;OM-MM;-1.60125635230208;48.085823564086
35334;;Aérien;Public;Sans;Enrobé;20100331;VE;-1.57206051572539;48.1544775373747
35238;8  allée de Brno;Aérien;Privé;Béton;Béton;;OM;-1.66147562331627;48.1278086170187
35055;Mail François Mitterand angle allée Romy Schneider;Enterré;Public;Sans;Métal;20100331;OM-MM-VE;-1.6060211888371;48.0857135662841
35238;Rue Théophile Briand (angle rue du Capitaine Maignan);Aérien;Public;;;;VE;-1.67798380197829;48.1042851267458
35066;PLACE DE LA MAIRIE  CENTRE COMMERCIALE RUE LWOWEC;Aérien;Public;;;20080328;VE;-1.70669473808832;48.0416089437666
35281;RUE DES LILAS;Aérien;Public;;;20080425;VE;-1.70048264973535;48.0936454759205
35210;cimetiere RUE DU DUC JEAN 5;Aérien;Public;;;20080401;VE;-1.76959099997485;48.1481903986994
35210;RESIDENCE AN DISKUIZ ALLEE DES CHENES;Aérien;Public;;;20080401;OM-MM-VE;-1.77095709923069;48.1474517958522
35240;LES CHAMPS FRESLONS  RUE DES CHAMPS CLOS;Aérien;Public;;;;OM-MM;-1.8024024571924;48.0977796230376
35238;Rue du Recteur Paul Henri (côté avenue Charles Tillon);Aérien;Public;Sans;;20080226;VE;-1.70026549395285;48.1247607499985
35334;PLACE DU MARCHE  RUE ANNE DE BRETAGNE;Aérien;Public;;;20080425;VE;-1.58051226122298;48.1561331576751
35238;Boulevard de Bulgarie (angle square de Macédoine);Aérien;Public;Haie;Terre;;OM-MM;-1.6584006137653;48.0844974170926
35131;PLACE DE L EGLISE;Aérien;Public;Sans;Enrobé;20080331;JM-VE;-1.81704239870054;48.1263547414818
35238;Place du Souvenir;Aérien;Public;Sans;Enrobé;;VE;-1.66301273135186;48.0942623519141
35238;72  rue Saint-Hélier (face rue de la Crèche);Enterré;Public;Sans;Résine;20080108;VE;-1.66729943771445;48.1061082142642
35238;RUE DE LA DONELIERE;Aérien;Public;;;20080523;VE;-1.6856862932472;48.1289329759302
35278;ALPHASIS. ESPACE PERFORMANCE DERRIERE AQUATONIC;Aérien;Public;;;20100326;OM;-1.69518733307723;48.1542389107452
35238;Face au 12  cours de Bohème;Enterré;Public;Sans;Métal;20100104;OM-MM-VE;-1.65312777976811;48.0904432970858
35208;FORT JOUAL / LOURMEL  ROUTE DE CHANTELOUP;Aérien;Public;;;20080401;VE;-1.64680836334061;47.9699641823809
35238;195  boulevard Saint Jean-Baptiste de la Salle;Aérien;Public;Sans;Enrobé;20100203;VE;-1.70764122181532;48.1160670085143
35238;6  rue Monsieur Vincent;Aérien;Public;Sans;;;MM;-1.65420249632367;48.0916904113478
35051;E.S.A.T    CERCLES;Aérien;Public;;;20080314;VE;-1.627453717592;48.1209026765868
35278;LA BELLE ECUELLE  ROUTE DE MELESSE;Aérien;Public;;;20080424;VE;-1.69460533605749;48.1758079944981
35352;LA HAUTE FOLIE  AU BOUT DE LA RUE AUGUSTE RENOIR;Aérien;Public;;;20080425;VE;-1.61029065786108;48.0472530045367
35352;PARKING CENTRE COMMERCIAL RUE DE LA CHALOTAIS;Enterré;Public;Sans;Métal;;VE;-1.60260250565191;48.0443840736167
35281;CARREFOUR JEAN PONT;Aérien;Public;;;20080424;VE;-1.69422685405717;48.0933595317478
35238;Avenue de Cork (face rue Jean Mantou);Aérien;Public;;;;VE;-1.64339379829563;48.0952001875209
35238;Face au n° 15  rue de la Marbaudais;Enterré;Public;Sans;Métal;20100303;OM-MM;-1.66313276118063;48.1257350056678
35250;;;;;;20080403;VE;-1.5608485371838;48.0121543294674
35240;BOURG RUE DE CINTRE;Aérien;Public;;;;OM;-1.79561861379472;48.1004051450585
35363;lotissement LA RENARDIERE / BEL AIR;Aérien;Public;;;20080403;VE;-1.69917139055801;48.0056955466665
35066;Boulevard Brocéliande  face au mail Galilée;Aérien;Public;;;20090217;VE;-1.70155417104918;48.0357623269014
35051;usage/ Palais des Sports - localisation/ sur le gazon près du transfo;Aérien;Public;Sans;Terre;20100203;OM-VE;-1.59622028015981;48.1153729689453
35238;Cours de Lisbonne;Enterré;Public;Sans;Métal;20100730;OM-MM-VE;-1.66376190302552;48.0841487845517
35055;à l angle de la rue félix Leclerc;Aérien;Public;Sans;Gravier;20100310;OM-MM;-1.60391594038974;48.0858482340067
35001;Déchèterie (ZA de Joval  route de Noyal et Liffré);Aérien;Public;;;20080229;JM-VE;-1.51809975626153;48.1362451866019
35334;RUE SAINT ALLOUARN;Aérien;Public;;;20080425;VE;-1.57509898741441;48.1597517997084
35210;;Enterré;Public;Sans;Métal;20100310;VE;-1.76383499499904;48.1614970738214
35210;ALLEE DU CHENE AMOUREUX ANGLE RUE DE SLIMNIC;Aérien;Public;;;20080401;VE;-1.79167590028663;48.1525766078937
35238;Rue Armand Rébillon (angle avenue Gros Malhon);Aérien;Public;Sans;;;VE;-1.68179078559328;48.1215681065488
35238;Rue de la Héronnière (angle square du 8 mai);Aérien;Public;;;;VE;-1.6566511927019;48.135472937702
35079;LIEU DIT  QUENON  ROUTE DE SAINT GERMAIN SUR ILLE;Aérien;Public;;;20080328;VE;-1.63227985035254;48.2468846647855
35238;Rue André Gide (angle rue Adolphe Leray);Aérien;Public;Haie;;;OM-MM;-1.6615677096024;48.0918716117874
35081;SALLE POLYVALENTE;Aérien;Public;;;20080328;VE;-1.85281547647477;48.1764867278475
35238;av du general leclerc a droite sitot le bd de metz;Aérien;Public;;;20071217;VE;-1.65644025604679;48.1144002608106
35238;Avenue de Pologne (angle allée de la Drave);Aérien;Public;Haie;Terre;;OM;-1.65117218856771;48.0852207823912
35238;Boulevard Emile Combes (angle rue Bigot de Préameneu);Aérien;Public;Sans;Enrobé;;VE;-1.66853430202548;48.0935245950865
35238;13  parc des Balkans;Aérien;Public;Haie;Terre;;OM-MM;-1.6547415185839;48.0856845341874
35238;58  boulevard Albert 1er;Enterré;Public;Sans;Métal;20100303;OM-MM;-1.67651159733004;48.0888539360346
35238;Face au 2  place  du Banat;Aérien;Public;Grillage souple;Gravier;;OM;-1.65542638720482;48.0872728905096
35238;Place Pierre Gilles;Aérien;Public;Grillage - Haie;Gravier;20080520;OM-MM-VE;-1.68321652414589;48.0823647330562
35352;LA HALLERAIS   (près du transfo);Aérien;Public;;;20090303;OM;-1.62650781563702;48.0682243399114
35238;Rue Léon Mury (côté rue Monsieur Vincent);Aérien;Public;Haie;;;OM-MM;-1.65202104505562;48.0925209729953
35238;1  allée de Malmoë;Aérien;Public;Haie;Gravier;;OM-MM;-1.68056860170748;48.0870801669046
35238;Boulevard Saint Jean-Baptiste de la Salle;Aérien;Public;Sans;;20080226;VE;-1.70483526489477;48.1155557041613
35120;RUE DES AULNAIES  ATELIERS COMMUNAUX;Aérien;Public;;;20080331;VE;-1.78614399582921;48.2153370483352
35238;Avenue des Monts d Arrée (angle rue Jean Marin);Aérien;Public;;;;VE;-1.66239290219792;48.1365108512923
35238;square LEON BOURGEOIS (côté boulevard Léon Bourgeois);Aérien;Public;Sans;Enrobé;20100203;VE;-1.6516930652437;48.0997582122498
35206;Rue Pierre Gripari;Enterré;Public;Sans;Métal;20100715;OM-MM;-1.66440867904577;48.034038459984
35059;Mail de la Besneraie;Aérien;Public;Sans;Terre;20100310;OM-MM;-1.72655768897724;48.1819689799196
35055;ALLÉE VIVALDI;Enterré;Public;;;;OM-MM;-1.60668948491248;48.0871399235274
35238;Avenue de Pologne (angle square de Poméranie);Aérien;Public;Haie;Terre;;MM;-1.65118804466872;48.0856074044634
35238;Rue de la Héronnière (angle square de Tanouarn);Aérien;Public;;;;VE;-1.65297250568802;48.1350308714457
35278;;Aérien;Public;Sans;Gravier;20100218;VE;-1.67406505038937;48.1590098604178
35051;Entre le n°35 et le n°54 - Sur le parking;Aérien;Public;Sans;Enrobé;20100824;VE;-1.60665171459275;48.1041032856739
35238;Rue Pierre Martin;Aérien;Privé;Sans;Enrobé;20100303;VE;-1.66351431152539;48.1032044219619
35210;LES LANDELLES ROUTE DU RHEU;Aérien;Public;;;20080403;VE;-1.77255399266282;48.1316088238743
35238;Rue Paul Bourget (face allée Jacques Tarrière);Aérien;Privé;Haie;;;OM;-1.6551503571331;48.0923154128357
35238;Résidence Les Glénans;;;;;20100310;OM-MM-VE;-1.63424423692103;48.1225145588099
35334;RUE GABRIEL FAURE  Z.A. BELLEVUE;Aérien;Public;;;20080425;VE;-1.590269906423;48.1544819433189
35238;Rue de la Lande du Breil (angle rue Fernand Robert);Aérien;Public;Sans;;20080226;VE;-1.71251962775545;48.1326357758493
35238;Rue des Frères Louis et René Moine;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.68226672765011;48.0908396287362
35238;Allée de Lucerne;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.66374022936387;48.0861520766477
35238;Rue du Scorff (angle rue du Finistère);Aérien;Public;;;;VE;-1.67415194041934;48.1321388188607
35334;M-A-P-A   RUE BOBBY LAPOINTE;Aérien;Public;;;20080425;VE;-1.57646851805332;48.1581712676211
35238;19  Villa de Moravie;Enterré;Public;Sans;Métal;;OM-MM;-1.65624734226811;48.0904772936666
35051;LA FORGE   ROUTE DE DOMLOUP;Aérien;Public;;;20080317;VE;-1.57988260429487;48.1079578422269
35352;FOYER   DU CLOS D ORRIERE  RUE DE LA LIBERATION;Aérien;Public;;;20100304;OM-MM-VE;-1.60270042139907;48.0477792419127
35238;Rue Paul Bert (angle rue de Belfort);Aérien;Public;;;;MM-VE;-1.6669671294814;48.1107303591238
35238;1  rue du Limousin;Enterré;Public;Sans;Métal;;OM-MM;-1.71432755666946;48.1227088050174
35238;16  square Pierre Merlat;Aérien;Privé;;;;OM-MM;-1.65598172857105;48.1213420680246
35210;CHAMP PIAL-VILLA BELLINI RUE LAMENAIS;Aérien;Public;;;20080401;VE;-1.77890493654338;48.1445334120017
35238;27   avenue des Gayeulles;Aérien;Privé;;;20080107;VE;-1.65210227436692;48.1311032658142
35334;AVENUE DES LANDELLES;Aérien;Public;;;20080425;VE;-1.57383879178608;48.1579575188245
35240;PARKING DE LA TOURNETTE  ANGLE ROUTE MOIGNE;Aérien;Public;;;20080331;VE;-1.77503056114421;48.0936500563139
35238;face au 16  avenue du Sergent Maginot;Aérien;Public;;;20080110;VE;-1.66938560836103;48.1099886483619
35196;Angle impasse des Muletiers;;;;;20090611;VE;-1.8506236253998;48.0718838388876
35001;Z-A LE BOULAIS  D.29 VERS RENNES;Aérien;Public;;;20080229;VE;-1.56220142072614;48.139909776483
35238;Place de la Baltique;Aérien;Public;;;20080108;VE;-1.65014282701271;48.0916771771744
35206;SQUARE DU MOULIN;Aérien;Public;;;20080401;OM-MM;-1.65653133986782;48.0421048393271
35210;RUE JEAN FRANCOIS LE GONIDEC;Aérien;Public;;;20080403;VE;-1.78576002486161;48.1497388448064
35353;Allée des Roseaux (angle rue de la Rosaie);Aérien;Public;Sans;Enrobé;20100722;VE;-1.75774129390884;48.1202549921055
35238;37  rue Nantaise;Enterré;Public;Sans;Résine;;OM-MM-VE;-1.68560023023808;48.1122986451369
35204;RUE MENAULT;Aérien;Public;Sans;;20080401;VE;-1.54499581807786;48.0412375547178
35238;Boulevard du Portugal (angle allée du Tage);Aérien;Public;Haie;Enrobé;;OM-MM;-1.66245802986936;48.0836027197237
35196;Sur stationnement latéral côté route de Cintré;;;;;20090611;VE;-1.85539518777834;48.0780323363537
35238;2  allée de Brno;Aérien;Privé;Béton;Béton;;OM;-1.66420209207297;48.1277606709629
35238;6  allée de Maurepas;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.66412812584236;48.1271419450626
35047;LA CHAUSSAIRIE  ROUTE DE CHARTRES;Aérien;Public;;;;VE;-1.71936586637564;48.0291788816575
35275;SALLE POLYVALENTE;Aérien;Public;;;20080403;VE;-1.82955609909086;48.1551357181276
35204;LA CROIX DE L  EPINE;Aérien;Public;Sans;;20080401;VE;-1.56418478475113;48.0293735201558
35240;PARKING DU SUPER-U   Z.A. LE CHENE VERT;Aérien;Public;;;20080331;VE;-1.78083093256895;48.0930357227746
35238;Square Hippolyte Dayot (angle rue du Docteur Bertheux);Aérien;Public;Haie;Enrobé;;OM-MM;-1.66389355816179;48.1238816154728
35238;face au 71  rue de la Guérinais;Aérien;Public;;;20071127;VE;-1.71107453061785;48.0985967301263
35238;Déchèterie de Villejean (avenue Charles Tillon);Aérien;Public;Sans;;20080226;JM-VE;-1.70666051525692;48.1257294772243
35066;PARKING DE LA PISCINE  AVENUE CONSTANT MEREL;Aérien;Public;;;20080328;VE;-1.70690178075297;48.0361084184802
35238;bd de clemenceau caserne mess interne gendarmerie;Aérien;Privé;Sans;Enrobé;20080108;VE;-1.67869750256285;48.0951711964934
35238;Rue de Saint-Malo (angle rue Victor Bonner);Aérien;Public;Sans;;;VE;-1.68903915164962;48.1298281277633
35196;SALLE POLYVALENTE  LA BIARDAIS;Aérien;Public;;;20080331;VE;-1.83768595084574;48.0693538779842
35238;Rue Pierre Semart;Aérien;Public;;;20080108;VE;-1.65147195245468;48.0933620794144
35051;ROUTE DE FOUGERES  PRES DE LA  C A R;Aérien;Public;;;20080325;VE;-1.62854108588502;48.1342605514935
35238;Rue Paul Langevin (angle rue André Gide);Aérien;Public;Haie;;;OM-MM;-1.65848230808916;48.0923009426529
35047;RUE EMILE GERNIGON  CHEMIN DES ROSIERS;Aérien;Public;;;;VE;-1.75455330319693;48.0385440775859
35032;RUE D ORGERES  A COTE ABRIS BUS;Aérien;Public;;;20090825;VE;-1.61732840998569;47.9959737469579
35278;RUE D OUESSANT  Z.A.  LE PONTAY;Aérien;Public;;;20080424;VE;-1.68778216260394;48.1571943448564
35055;ALLEE DES  MARCHEES;Enterré;Public;;;;OM-MM;-1.61147605928544;48.0834133807837
35238;Rue Paul Langevin (angle square Léon Blum);Aérien;Privé;Claustra;;;OM-MM;-1.65731990967955;48.0959330632408
35238;Rue de Roumanie (angle allée de la Drave);Aérien;Public;Haie;Enrobé;;MM;-1.65386143970639;48.0855974495624
35238;Avenue de Pologne (Centre commercial Sainte-Elisabeth);Aérien;Public;;;;VE;-1.65078736721235;48.0851078205709
35238;9  avenue Henri Fréville;Aérien;Public;;;20080107;VE;-1.67408112962458;48.0919441596451
35240;RESIDENCE DE LA NOE N°15 à N° 17;Aérien;Public;;;;OM-MM-VE;-1.79770569453292;48.0987377578521
35238;Face au 17  rue Gustave Toudouze;Aérien;Public;;;;VE;-1.66873476333646;48.1281191934623
35189;RUE DE LA REBUNIERE  ATELIER COMMUNAUX;Aérien;Public;;;20080331;VE;-1.71818768167038;48.1589082184342
35238;6 rue CHARLES DE KERGARIOU;Aérien;Public;Sans;Enrobé;20100203;OM;-1.69721876343043;48.1293449612493
35189;RUE DE LA MOTTE;Aérien;Public;;;20080331;OM-MM;-1.71517800790739;48.1584713169559
35055;Déchèterie (rue René Cassin);Aérien;Public;;;20071129;JM-VE;-1.62522545510563;48.0920030738831
35088;;;;;;20080331;VE;-1.57565282519663;47.9850070729995
35238;Rue de Saintonge (face église);Aérien;Public;Sans;;20080226;VE;-1.71752524605925;48.1220817677343
35238;Rue de Norvège;Aérien;Public;Haie;Gravier;;OM-MM;-1.684823043411;48.0866551509813
35238;2  rue de la Volga;Aérien;Public;Treillis soudé;Enrobé;20100525;OM-MM;-1.65275158853949;48.0871853238925
35250;RUE DU GROS CHENE;Aérien;Public;Haie;Enrobé;20100203;VE;-1.59481592820423;48.0162393605322
35051;RUE DU MUGUET;Enterré;Public;;;20080325;MM-VE;-1.61280332160461;48.1181265558299
35238;5  allée des Asturies (côté allée de Bilbao);Enterré;Public;Sans;Métal;;OM-MM-VE;-1.67298991113968;48.0858540268848
35238;rue PAUL LE TAROUILLY (angle rue de FOUGERES);Aérien;Public;Sans;Enrobé;20100203;VE;-1.6617615779992;48.1223660794402
35088;;;;;;20080331;VE;-1.57759404124142;47.9780139838838
35039;La Villate;Aérien;Public;Sans;Gravier;20080314;VE;-1.48146803588994;48.1187171869594
35047;STADE BELLIARD  (exterieur) RUE DU 8 MAI 44;Aérien;Public;;;;VE;-1.7464356460869;48.0316867645405
35278;RUE FRANCOIS MAURIAC;Aérien;Public;;;20080424;VE;-1.67912384506014;48.1625648774617
35352;LA HALLERAIS  CAMPAGNE A COTE ABRIS BUS;Aérien;Public;;;20080425;VE;-1.63185737093387;48.0769905968802
35238;Boulevard Alexis Carrel (Angle rue Charles Peguy);Aérien;Public;;;;VE;-1.65536737156525;48.1185628482772
35238;Avenue Aristide Briand (angle rue Richard Lenoir);Aérien;Public;;;;VE;-1.66431467231188;48.1103256834344
35334;LA MARQUERAIS  ROUTE D ACIGNE;Aérien;Public;;;20080425;VE;-1.56821258202156;48.1340838676693
35353;Rue du Lion d Or  angle allée des Azalées;Aérien;Public;Sans;Enrobé;20080425;OM-MM-VE;-1.76155855043256;48.1190774393998
35238;2  avenue d Italie;Aérien;Public;Viking renforcé;Pavé et gravier;;OM-MM;-1.66837455952451;48.087893635591
35047;AVENUE DE L EUROPE;Enterré;Public;;;20080428;VE;-1.76033036263636;48.0277630884714
35238;2  rue Monsieur Vincent;Aérien;Public;Sans;;;OM;-1.65459260369879;48.0916951358369
