codeinsee;localisation;typepav;domaine;entourage;naturesol;datemaj;flux;longitude;latitude
35238;Boulevard de la Guérinnais (angle square des Collines);Aérien;Public;;;20080226;VE;-1.70704116285048;48.0978032686427
35210;C 112 route de la Chapelle des Fougeretz;Aérien;Public;;;20080403;VE;-1.75264530998049;48.1495866444288
35238;Rue Michel Gérard (angle rue Victor Schoëlcher);Aérien;Public;;;;VE;-1.64125540495268;48.0887810968751
35363;RUE DE LA CAVE DONJEAN FACE ALLEE FRANCOIS MAURIAC;Aérien;Public;;;20080403;VE;-1.70779388002383;48.0159830113333
35238;Boulevard Louis Volclair (angle square des Grisons);Aérien;Public;;;20080107;VE;-1.66275385027354;48.0881404854381
35238;Rue du Bosphore (près du Super Sport);Aérien;Public;Sans;Enrobé;20080107;VE;-1.67683034145865;48.0824365255871
35238;Camping des Gayeulles;Aérien;Public;;;20080226;VE;-1.64475352954502;48.1353413438718
35088;;;;;;20080331;VE;-1.58489687456605;47.9775686742451
35238;Rue de l Abbé Huet (angle square Delfose);Aérien;Public;Sans;;20080226;VE;-1.70135869838075;48.1227091281723
35238;Boulevard Oscar Leroux (angle rue Eugène Deprez);Aérien;Public;Sans;Terre;20100420;OM-MM;-1.66592169087878;48.0913042400503
35051;PARKING RUE DU TAILLIS;Aérien;Public;;;20080325;VE;-1.62297316952996;48.1147348527999
35238;Square de Guyenne;Aérien;Public;Sans;;20080226;VE;-1.71566206355444;48.1213438770583
35238;Place Albert Bayet;Enterré;Public;Sans;Métal;20071127;VE;-1.69204109453032;48.0854523018075
35278;RUE ANDRE MALRAUX;Aérien;Public;;;20080424;VE;-1.68164135623896;48.1607233174365
35238;rue montaigne angle rue françisco ferrer;Aérien;Public;;;;VE;-1.65521650745835;48.0965539367509
35210;RUE DU MENEZ HOM;Aérien;Public;;;20080401;VE;-1.78549855604186;48.1475788941895
35051;AVENUE DE LA HUBLAIS;Enterré;Public;;;20080314;MM-VE;-1.61520102439923;48.1143185788378
35204;LA TREMBLAIS;Aérien;Public;Sans;;20100209;VE;-1.56316455147146;48.0448754402996
35238;Place Henri Terrière;Aérien;Public;Treillis soudé;Gravier;;OM-MM;-1.68308623427032;48.0837974429612
35001;PARKING DU CIMETIERE  RUE DU FORT DE LA MOTTE;Aérien;Public;;;20080229;VE;-1.53253168189173;48.1336561522595
35001;BOURGON    (campagne)  ROUTE DE LA BOUEXIERE;Aérien;Public;;;20090721;VE;-1.50019570268081;48.1397546832187
35051;RUE DE CALENDROU;Aérien;Public;;;20080325;VE;-1.61933974592615;48.1391967458461
35238;13  square de Sétubal;Aérien;Public;Haie;Enrobé;;OM-MM-VE;-1.66788098649837;48.0849392192391
35238;15  rue Saint-Louis;Enterré;Public;Sans;Résine;;OM-MM;-1.68270001760514;48.113757665475
35238;Allée de Coïmbra;Aérien;Public;Haie;Enrobé;;OM-MM;-1.67259349100544;48.0834725419575
35065;LA  GRIPIERE;Aérien;Public;;;20080331;VE;-1.83914378701369;48.121905970043
35238;32  rue de la Marbaudais;Aérien;Public;Haie;Gravier;20091222;OM;-1.66273549458414;48.1266104275408
35120;ROUTE DE ROMILLE PARKING SALLE DES SPORTS;Aérien;Public;;;20080331;VE;-1.79312418517588;48.2211313090206
35051;LA TOUCHE SUR ROCHE;Aérien;Public;;;20080325;VE;-1.58646328064833;48.0966733939266
35238;103  rue de Dinan;Aérien;Public;;;;OM-MM-VE;-1.68059242265714;48.1192591709953
35024;RUE ANNE DE BRETAGNE;Aérien;Public;;;20080303;VE;-1.65422112265338;48.1780276942185
35238;12 rue de REDON;Aérien;Public;Sans;Enrobé;20100203;VE;-1.6881935941969;48.1061457017567
35238;Rue de Suède (Centre commercial Almadies);Aérien;Public;Grillage - Haie;Terre;;OM;-1.6762047261876;48.0865993793326
35051;RESIDENCE BELLE FONTAINE  AVENUE BELLE FONTAINE  FACE  E.D.F.;Aérien;Public;;;20080325;VE;-1.62371962339313;48.1271430750118
35238;Rue Guillaudot (face la  Gendarmerie);Aérien;Public;;;;VE;-1.67424828164167;48.1154156119487
35047;AVENUE DES ROMAINS;Aérien;Public;;;;VE;-1.7386994771626;48.0264364771885
35051;Rue de la Rivière (Bâtiment F);Enterré;Public;Sans;;20100331;OM-MM;-1.61948139034076;48.1134075754274
35238;Rue Paul Féval (face rue Louis Blériot);Aérien;Public;Sans;Enrobé;20080108;VE;-1.67867981415926;48.1015890748811
35238;10  rue du Bois Perrin;Aérien;Public;;;;VE;-1.64451024101513;48.1167080165473
35238;5  square de Galicie;Aérien;Public;Treillis soudé;Béton;;OM-MM;-1.65207490273908;48.0880892857979
35088;;;;;;20100413;VE;-1.58802633684548;47.9824247437237
35079;RUE DE LA PRIOUTE  FACE MAIRIE;Aérien;Public;;;20080328;VE;-1.62967757990539;48.2116915884079
35278;RUE DES MELLIERS;Aérien;Public;;;20100824;OM-MM;-1.68310242445895;48.1462960600521
35059;LA BROSSE  ROUTE DU MEUBLE;Aérien;Public;;;20080331;VE;-1.72238572918619;48.1775088430927
35055;RUE DE LA TOUCHE ANETTE ANGLE ALLEE SCHUBERT;Enterré;Public;;;;OM-MM-VE;-1.6084757209465;48.08748497843
35047;VERT BUISSON (derrière le centre commercial);Enterré;Public;Sans;Métal;20080428;VE;-1.75885813615612;48.0287942468836
35238;Avenue des Monts d Arrée (angle rue Désiré Roulin);Aérien;Public;;;20080104;VE;-1.66982133665236;48.1365891409084
35210;av pinault.la touche millon;Aérien;Public;;;20080401;VE;-1.78302885224723;48.1481843589404
35238;Rue du BOIS LABBE (angle MAURICE DELAHAYE);Aérien;Public;Sans;Enrobé;20100203;VE;-1.7036666240404;48.1298484268596
35238;Rue du Canal Saint-Martin (angle rue Saint-Malo face Auberg de Jeunesse);Aérien;Public;Sans;;;VE;-1.68148655078444;48.1209302578665
35238;8  Mail François Mitterrand;Aérien;Public;;;;VE;-1.68708511514314;48.1102668520659
35238;Rue Yves Noël (angle boulevard Albert 1er);Aérien;Public;Grillage - Haie;Béton;;OM-MM-VE;-1.67744128171639;48.0890691294399
35278;RUE DU VIVIER LOUIS  FIN DE LA RUE DE BELLEVUE;Aérien;Public;;;20080424;VE;-1.68682834019535;48.1587636161745
35238;CROUS côté avenue du Professeur Charles Foulon;Aérien;Privé;;;;VE;-1.64037847368849;48.1214580236141
35238;Allée Henri Bergson;Aérien;Privé;Haie;Gravier;20100309;OM-VE;-1.6941268139112;48.0858898770378
35238;Square des Grisons;Aérien;Public;Haie;Béton;;OM-MM;-1.66214687539973;48.0869357632697
35238;2  allée de Finlande;Aérien;Public;Sans;;;OM-MM-VE;-1.65291379210667;48.0918873420627
35238;21  square Charles Dullin;Aérien;Public;Sans;Enrobé;;OM-MM-VE;-1.68166306162024;48.0933183966744
35238;Boulevard de la Liberté (angle rue Poullain du Parc);Enterré;Public;Sans;Résine;;VE;-1.68357524077587;48.1084964304409
35131;Rue Jules Verne (parking du cimetière);Aérien;Public;Sans;Enrobé;20100504;VE;-1.81749898050744;48.1299527058956
35055;RUE DU BOIS FACE AU 28;Enterré;Public;;;;OM-MM-VE;-1.61183564075501;48.0826539668942
35351;SERVICES TECHNIQUES ROUTE DE SAINT THURIAL;Aérien;Public;;;20080331;VE;-1.93095465029314;48.0679238938537
35238;Avenue de Pologne (angle carré de Saxe);Enterré;Public;Sans;Métal;20100104;OM-MM;-1.65097945369802;48.0895621131743
35238;12  square Pierre Merlat;Aérien;Privé;;;;OM-MM;-1.65709177628076;48.1214393302338
35047;Avenue Joseph Jan;Enterré;Public;Sans;Résine;20080826;VE;-1.75895963024512;48.0246176304494
35051;LES HAUTS DE BRAY (côté riue de Bray près du rond-point);Enterré;Public;;;20090701;OM-MM;-1.61032605063988;48.1101325579101
35001;PLACE DU CINEMA  RUE DE KERMARREC;Aérien;Public;;;20090722;VE;-1.53694839796701;48.1343033908231
35352;RUE DE LA MAILLARDIERE;Aérien;Public;;;;OM-MM-VE;-1.59821364081196;48.0456660781634
35055;RUE DU VERGER (face N°19);Aérien;Public;;;;VE;-1.62145253746938;48.084031277143
35081;TERRAIN DES SPORTS;Aérien;Public;;;20100722;VE;-1.8498976934536;48.1803978992993
35055;LE HIL CAMPAGNE VERS LA HALLERAIS;Aérien;Public;;;20080325;VE;-1.64148684784806;48.0752177553794
35238;Rue Paul Bert (angle rue Leconte de Lisle);Aérien;Public;;;;VE;-1.66948403460228;48.1105903758898
35238;Rue Jacques Gabriel (angle rue de la Santé);Aérien;Public;;;20080201;VE;-1.68604582078255;48.1082918122125
35238;Rue Mauconseil (angle rue Elleviou);Aérien;Public;Sans;Enrobé;20080110;VE;-1.68996771704533;48.0987160819769
35238;Place du Parlement de Bretagne (côté rue saint-Georges);Aérien;Public;;;;VE;-1.67749668744376;48.1118199956595
35001;LOUVIGNE    (campagne)  ROUTE DE LA BOUEXIERE;Aérien;Public;;;20080229;VE;-1.50777646909908;48.1585994939878
35352;AV DE LA GARE RESIDENCE DE LA METAIRIE;Aérien;Public;;;;OM-MM;-1.60180826286224;48.047589098119
35238;Rue de Louvain;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;-1.65937504625008;48.1271298517843
35238;Rue du Poirier Nivet (face allée Mathurin Hardy);Aérien;Public;;;20080107;VE;-1.66371141717717;48.1333413054249
35238;Avenue de Rochester (parking);Aérien;Public;;;20080107;VE;-1.66148317348558;48.1283462055976
35238;Avenue de Cork (angle rue Le Deuff);Aérien;Public;;;;VE;-1.64717608996072;48.0961611688536
35210;le pont de pacé.rue yves millon;Aérien;Public;;;20080403;VE;-1.78784566220728;48.1478695130551
35238;Square Pedros Flores (entrée ferme des Galets);Aérien;Public;;;;VE;-1.63978178182481;48.1260160339815
35240;COLLEGE GEORGES BRASSENS RUE G. BRASSENS;Aérien;Public;;;;OM;-1.79871111791001;48.0993866396966
35238;Boulevard de Vitré (face rue Jeanne Jugan);Aérien;Public;;;;VE;-1.64820078589657;48.1157273330612
35238;Rue ANDRE ET YVONNE MEYNIER (angle rue VICTOR JANTON);Aérien;Public;Sans;Enrobé;20100203;VE;-1.7050416972868;48.1307624637804
35051;1  rue des Myosotis;Enterré;Public;Sans;Métal;20100331;OM-MM;-1.62424512077731;48.1136551258957
35066;RUE DU ROUSSILLON;Aérien;Public;;;20080328;OM-MM;-1.70809080998139;48.0413394082454
35278;C.F.A  RUE DES GLENANS  Z.A. LE PONTAY;Aérien;Public;;;20090303;OM;-1.69285411826708;48.1596907939188
35238;4  place du Champ Jacquet;Enterré;Public;Sans;Résine;;VE;-1.68018771521532;48.1127272715356
35055;RUE D AUVERGNE;Aérien;Public;;;;VE;-1.61261507227589;48.0876697121045
35278;ALPHASIS. ESPACE PERFORMANCE A L INTERIEUR;Aérien;Public;;;20100326;OM;-1.69649347405425;48.1535946260019
35240;RUE CHARLES TILLON LA COLLINE;Aérien;Public;;;;VE;-1.79487863028879;48.0973156579241
35238;Rue de la Poterie (angle rue des Conroies);Aérien;Public;;;;VE;-1.64133639321296;48.0935863307554
35238;Avenue du Général Patton (angle square du Général John S. Wood);Aérien;Public;;;;VE;-1.65763352818789;48.1404364679448
35238;Rue du Sous-Lieutenant Fournier;Enterré;Public;Sans;Métal;;OM-MM-VE;-1.6807097482371;48.0908659902109
35238;Avenue des Pays-Bas (angle place de Serbie );Enterré;Public;Sans;Métal;;OM-MM;-1.66047553900468;48.0875780196242
35238;29 rue du BOIS LABBE;Aérien;Public;Sans;Enrobé;20100203;VE;-1.70387776565346;48.1305285634608
35208;LA PLUMETIERE  ROUTE DE SAINT ERBLON;Aérien;Public;;;20080401;VE;-1.6657073183616;48.0034370622374
35066;RUE THEODORE BOTREL;Aérien;Public;;;20080328;OM-MM;-1.71124769560016;48.0428135334317
35208;LE  TELEGRAPHE;Aérien;Public;;;20080401;VE;-1.65997616317976;47.9832402557337
35238;Boulevard Léon Bourgeois (angle rue Martin Feuillée);Aérien;Public;;;;VE;-1.65299860257096;48.0990334341289
35024;PLACE DU MARCHE LE LONG DU CANAL  FACE MAIRIE;Aérien;Public;;;20090727;VE;-1.64079909644626;48.1809859078336
35238;Rue de Suède (angle allée de Malmoë);Aérien;Public;Haie;Enrobé;20080107;VE;-1.6805528267405;48.0868038111432
35353;PARKING  INTERMARCHE RUE DES ROSES;Aérien;Public;;;20080425;VE;-1.75333265278483;48.1188450298831
35059;rue des Pommiers;Enterré;Public;Sans;Métal;20090611;OM-MM;-1.72658195308136;48.1851132542577
35275;Rue de la Perrière (proche RN 12);Aérien;Public;Sans;Gravier;20100520;VE;-1.81653599629128;48.1548748314954
35051;RUE DE LA CHATAIGNERAIE;Aérien;Public;;;20080325;VE;-1.62782322406716;48.1203254384254
35238;2 rue du BOIS LABBE (Résidence étudiante);Aérien;Privé;Sans;Enrobé;20100203;VE;-1.70011280320481;48.1263191093455
35238;Boulevard de l Yser (angle 29  square des Hautes Chalais);Aérien;Public;Sans;Enrobé;20080108;VE;-1.67717626526525;48.0919047225752
35238;34  cours de Bilbao;Enterré;Public;Sans;Métal;;OM-MM;-1.66912785493932;48.0856079152039
35051;RUE DES LACS;Aérien;Public;;;20080325;VE;-1.61340637366833;48.1246649781622
35088;;;;;;20080331;VE;-1.6115320949453;47.9757387060939
35055;RUE DE LA GROTTE;Aérien;Public;;;;VE;-1.6186306467497;48.0895737229872
35275;RUE DE RENNES ANGLE RUE DE ROMILLE;Aérien;Public;;;20080403;VE;-1.82982665368899;48.156318255932
35238;Rue Paul Langevin (angle square Léon Blum);Aérien;Privé;Haie;;;OM-MM;-1.65761870467279;48.0957968292264
35210;RUE DELAGREE;Aérien;Public;;;20080401;OM-MM;-1.76967424038254;48.1460669693854
35238;Place du Calvaire;Enterré;Public;Sans;Résine;;VE;-1.68124021937361;48.1110165042697
35206;AVENUE DE LA PETITE SAUDRAIS  ANGLE GERMINAL ET FLORAL;Aérien;Public;;;20080401;VE;-1.66365077926415;48.0474122249599
35001;LE BOTREL     (campagne)  ROUTE DE LIFFRE;Aérien;Public;;;20080229;VE;-1.52766688743721;48.1447070793309
35238;107  avenue Henri Fréville;Aérien;Public;Sans;Enrobé;;OM;-1.67431192749977;48.0860969193266
35210;RUE PIERRE DELAGREE;Aérien;Public;;;20080401;OM-MM-VE;-1.77006834908109;48.1449591985351
35051;RUE DE LA MENOURIAIS  ROUTE DE CHANTEPIE;Aérien;Public;;;20080325;VE;-1.60158427019594;48.1011490448224
35238;Face au 78  boulevard de Verdun;Aérien;Public;;;20071217;VE;-1.68977296440815;48.11789692843
35238;Rue Jules Vallès (parking Centre Leclerc Cleunay près du transformateur);Aérien;Public;;;20071210;VE;-1.71432368563581;48.1040481672386
35210;ROUTE DE PACE/VEZIN  LA HAUTE LANDE;Aérien;Public;;;20080523;OM-VE;-1.81265815420246;48.1415107356642
35238;Rue du Bignon (face à la CRAM);Aérien;Public;;;20080226;VE;-1.63742957885782;48.0952548423751
35238;Rue Bellamy;Aérien;Public;;;20080108;VE;-1.64880266974966;48.1046097486868
35238;Boulevard Louis Volclair (angle rue d Andorre);Aérien;Public;;;20080107;VE;-1.66922236349731;48.0882267002077
35238;87  Mail François Mitterrand (après abris bus);Aérien;Public;;;;VE;-1.69337781589758;48.1085200902019
35238;Square de Champagne;Aérien;Public;Sans;Enrobé;;MM;-1.7099556643163;48.1204196551115
35238;21  square des Hautes Chalais;Aérien;Privé;Palissade bois;Béton;;OM-MM;-1.6786839119833;48.091088468812
35238;Square du Haut Blosne;Aérien;Public;Sans;Terre;20080110;VE;-1.69875211388397;48.0862846790692
35238;Boulevard Louis Volclair (angle square Alexis Le Strat);Aérien;Public;;;20080107;VE;-1.66181732383856;48.0884403631387
35278;RUE DU PONANT  SUITE AVENUE ALPHASIS;Aérien;Public;;;20080424;VE;-1.69689269819545;48.1518074592868
35032;LE ROCHER  (route face etang)  ROUTE DE VERN;Aérien;Public;;;20090825;VE;-1.60956861260149;48.0018903824218
35352;PARKING DU COSEC RUE DE LA CHALOTAIS;Aérien;Public;;;;VE;-1.60504086357338;48.0446711891199
35238;Boulevard Jacques Cartier (face rue du Général Marguerite);Aérien;Public;Sans;Terre;20080108;VE;-1.67870348512283;48.096872766051
35238;Rue de Robien (angle rue d Antrain);Aérien;Public;;;;VE;-1.67777622120231;48.1170686410375
35238;Face au 8  rue de la Chalotais;Enterré;Public;;;20100304;OM-MM-VE;-1.68133584701018;48.1092782147459
35353;SALLE DES FETES  RUE DU MUGUET;Aérien;Public;;;20080425;VE;-1.7546916174397;48.1184832351872
35238;Rue des Longs Prés (angle square de Sendaï);Enterré;Public;Haie;Gravier;20100303;OM-MM-VE;-1.65293653092742;48.13256843908
35066;PARC DES LOISIRS (exterieur)  AVENUE CONSTANT MEREL;Aérien;Public;;;20080328;VE;-1.70721253917699;48.0330724045882
35066;RUE  LOUIS  LUMIERE;Aérien;Public;;;20080328;VE;-1.71063940568906;48.0354639958283
35238;Square de Normandie (angle avenue Winston Churchill);Aérien;Public;Sans;;20080226;VE;-1.70962990185104;48.1239869842311
35238;1  allée du Gacet;Aérien;Public;Haie;Gravier;;OM-MM;-1.66612731964105;48.085557359744
35001;;Enterré;Public;Sans;Résine;20090721;VE;-1.5262799296096;48.1368419077768
35352;LE FRECHE RONDEL  CAMPAGNE VERS NOYAL;Aérien;Public;;;20080425;VE;-1.64001774398313;48.0585790384584
35238;Square du Haut Blosne;Aérien;Privé;Haie;Enrobé;;OM-MM;-1.697140613633;48.0858807294899
35238;Rue Audibert;Aérien;Public;Sans;Enrobé;20080108;VE;-1.67801647276644;48.09240248568
35238;Boulevard Clémenceau (à l intérieur de la Gendarmerie);Aérien;Privé;Sans;Enrobé;20080108;VE;-1.67744783056573;48.0961640853164
35032;MESNEUF  ATELIER COMMUNAL  ROUTE DE SAINT ERBLON;Aérien;Public;;;20090825;VE;-1.62056465390934;47.9992540605639
35238;Boulevard Beaumont (angle rue Raoul Dautry);Aérien;Public;;;20080110;VE;-1.67675036112403;48.103451183338
35238;Place de Torigné (Centre commercial);Aérien;Public;Sans;Pavé;;OM-MM;-1.65731746474556;48.0854527239133
35238;25  avenue des Gayeulles;Aérien;Privé;Sans;Enrobé;;MM;-1.65245928847997;48.1303934844914
35238;22  rue Alexandre Lefas;Aérien;Privé;Sans;Enrobé;;MM;-1.65384505875983;48.1309315839504
35334;RUE DE LA CROISERIE a coté du cimetiere;Aérien;Public;;;20080425;VE;-1.58936252265059;48.1599317477465
35238;19  rue du Gouverneur Général Yves Chatel;Aérien;Privé;Grillage - Haie;Enrobé;;OM-MM-VE;-1.69368114068773;48.0835236263428
35047;RUE EMILE GERNIGON;Aérien;Public;;;;VE;-1.75216276796382;48.0304063537449
35278;CENTRE COMMERCIAL GEANT  A COTE CENTRE AUTO FEU VERT;Aérien;Public;;;20080424;VE;-1.69384253210211;48.1350340139625
35238;Rue Parmentier;Aérien;Public;;;20080107;VE;-1.65563687936657;48.1268904044843
35238;Rue Georges Rivière (angle rue de Châteaugiron);Aérien;Public;;;20080108;VE;-1.64221420062282;48.0975653788784
35238;Rue de Picardie (angle boulevard d Anjou);Aérien;Public;Sans;;20080226;VE;-1.71357242655839;48.1227267931445
35238;1  square Charles Dullin;Aérien;Public;Béton;Enrobé;;OM-MM;-1.68175359862532;48.0925679688965
35238;Boulevard de Bulgarie (angle parc des Balkans);Aérien;Public;;;20080107;VE;-1.65460108056489;48.0847298977259
35238;10  allée des Asturies;Enterré;Public;Sans;Métal;;OM-MM;-1.67318738041275;48.0852710207604
35238;11  cours de Bilbao;Enterré;Public;Sans;Métal;20100303;OM-MM-VE;-1.67108024130579;48.0856381700887
35238;Rue Pierre Varin de la  Brunelière;Aérien;Public;;;20080107;VE;-1.66481779139127;48.1335967505823
35065;TERRAIN DES SPORTS;Aérien;Public;;;20080331;VE;-1.86957783061447;48.1224681097441
35047;RUE DUGUESCLIN  PLACE DE BRETAGNE;Aérien;Public;;;;VE;-1.74493504463034;48.0221941879572
35238;Rue du Doyen Albert Bouzat (face square Louis Boulanger);Aérien;Public;;;;VE;-1.64033580944474;48.127473825586
35238;Route de Sainte-Foix (parking restaurant le pecheur de Sainte-Foix);Aérien;Public;;;20071210;VE;-1.7203041921299;48.1010727263148
35238;Boulevard du Portugal (parking complexe sportif Salengro);Aérien;Public;;;20080107;VE;-1.66548808100823;48.0833348445281
35240;RUE DU DOCTEUR WAGNER RESIDENCE DU PARC;Aérien;Public;;;;OM-MM;-1.79394634420135;48.1013645261164
35189;RUE DES COURTINES;Aérien;Public;;;20080331;OM-MM;-1.71092971080979;48.1555997273146
35238;Face au 81  boulevard de Cleunay;Aérien;Public;;;20080226;VE;-1.70263896785746;48.1001992159888
35189;RUE DE LA METTRIE;Aérien;Public;;;20080331;VE;-1.70925854108065;48.1535382847384
35238;Square Général Jacques Paris de la Bollardière (angle rue René-Louis Gallouédec);Aérien;Public;Sans;Béton;20100309;OM-MM;-1.67063315959259;48.1293646050178
35210;RUE JEAN HOLLIER;Aérien;Public;;;20080401;OM-MM;-1.7680296363345;48.144785411073
35238;;;;;;20100623;OM-VE;-1.67829118501458;48.1092949208931
35238;Rue CHARLES DE KERGARIOU (angle rue ANDRE MUSSAT);Aérien;Public;Sans;Enrobé;20100203;VE;-1.69597818613958;48.1297079464005
35281;ALLEE LANCELOT DU LAC;Aérien;Public;;;20080425;VE;-1.71076344404206;48.0822085370189
35059;RUE DE RENNES  COMPLEXE SPORTIF;Aérien;Public;;;20080331;VE;-1.73079098945727;48.1757833732004
35238;Rue GENEVIEVE D HAUCOURT;Aérien;Public;Sans;Enrobé;20100203;VE;-1.69156484749289;48.1311730295045
35238;Face au 10  square du Docteur Fernand Jacq;Enterré;Public;Sans;Métal;20100303;OM-MM;-1.65413713053874;48.0926691875647
35278;LES ARTHEMIS  RUE DE LA BELLE EPINE;Aérien;Public;;;20090303;OM-MM-VE;-1.6927839434212;48.1514067536849
35238;Rue de l Abreuvoir (foyer des jeunes travailleurs);Aérien;Public;;;20080108;VE;-1.65472015857295;48.1026112776674
35363;LE BOIS ESNAULT ROUTE DE NANTES;Aérien;Public;;;20080403;VE;-1.69766754464382;47.999590437421
35281;Rue du Temple du Blosne (dans la Z-A face au bureau Vallée);Aérien;Public;;;20080425;VE;-1.70625670475892;48.0864163901714
35210;LA POSTE  RUE DE LA CHALOTAIS;Aérien;Public;;;20080401;VE;-1.77712976999818;48.1487772147013
35238;Square des Grisons;Aérien;Public;Haie;Béton;;OM-MM;-1.66170980880086;48.0873738500864
35353;RUE DE MONTIGNE/RUE F MONTIGNE  Z.A.C. DES 3 MARCHES;Aérien;Public;;;20080425;VE;-1.74207969182567;48.105553554409
35238;15  rue Vanneau;Aérien;Public;;;;VE;-1.69287587589261;48.1100409929091
35210;avenue de Brizeux / J Hollier;Aérien;Public;;;20080401;OM-MM;-1.76791753307192;48.1459050690476
35055;RUE MARCEL CALLO  Z.A.C DES LANDES;Aérien;Public;;;;OM-MM-VE;-1.61523279981792;48.0946132719156
35238;6  square des Hautes Chalais;Aérien;Privé;Palissade bois;Béton;;OM-MM;-1.68102573927365;48.0902518982216
35240;LES LANDES D APIGNE/IMMEUBLE ATALANTE;Aérien;Privé;;;20080331;OM;-1.77787816029838;48.0929963794201
35238;Boulevard Volney;Aérien;Public;;;;VE;-1.6649069718891;48.1234148699461
35238;Place du Ronceray (parking centre commercial);Aérien;Public;;;;VE;-1.639590825008;48.092006878917
35352;;;;;;20080826;VE;-1.62486977067512;48.0632772475545
35281;;Aérien;Public;Sans;Terre et béton;20100310;OM-MM;-1.7129912944217;48.0782831906097
35281;PLACE JULES VALES  AEROPORT DERRIERE CENTRE CULTUREL;Aérien;Public;;;20080425;VE;-1.72063197101338;48.0681916163887
35238;Campus de Beaulieu (Bâtiment 33 D);Aérien;Privé;;;;MM;-1.64201571244644;48.1237254109139
35240;RUE OLYMPE DE GOUGES (zac de la Huberdière);Enterré;Public;Sans;Métal;20080826;VE;-1.78867277257401;48.1039087428299
35210;avenue de Brizeux;Aérien;Public;;;20080401;OM-MM;-1.76951005030011;48.1462610940282
35278;RUE DU PRESSOIR GODIER;Aérien;Public;;;20100824;OM-MM;-1.68181392865438;48.1477238088888
35189;RUE PIERRE TEXIER FACE RUE MICHEL GERARD;Aérien;Public;;;20080331;VE;-1.72119497931292;48.1555569415322
35051;RUE DU REAGE;Aérien;Public;;;20080325;VE;-1.60546897676218;48.1263147335158
35001;PLACE DU CHAMP SECQUARD;Aérien;Public;;;20090722;VE;-1.54123504128554;48.1327563774858
35275;RUE DU PONT AUX MOINES;Aérien;Public;;;20080403;VE;-1.82618165463335;48.1520364086513
35238;Face au 26  rue Paul Langevin;Aérien;Public;Sans;Enrobé;20100506;VE;-1.65818436855608;48.0942274118317
35238;10  allée de Finlande;Aérien;Public;Sans;;;OM-MM;-1.65161057808268;48.0917155981931
35238;RUE DE LA PALESTINE ANGLE BOULEVARD DE METZ;Aérien;Public;;;20080523;VE;-1.65816612691266;48.1157633087626
35238;60  rue de Saint-Brieuc;Aérien;Public;Sans;;20080226;VE;-1.70449888516931;48.1134352546634
35051;IMPASSE DES VAUX PARES;Aérien;Public;;;20080314;VE;-1.62719219966231;48.113022735997
35210;BIBLIOTHEQUE CHEMIN DE LA METAIRIE;Aérien;Public;;;20080401;VE;-1.7734821520656;48.1462938538633
35120;ALLEE DU GRAND DOMAINE;Aérien;Public;;;20080331;VE;-1.78902023674278;48.2216906550296
35238;Place de la Rotonde (côté Hôtel de Police);Aérien;Public;;;20080201;VE;-1.68640332724094;48.1066717547042
35238;Boulevard Clémenceau (angle rue de la Richardière);Aérien;Public;Sans;Enrobé;20080108;VE;-1.67290137469458;48.0936238527652
35066;Déchèterie (avenue du Trégor);Aérien;Public;;;20080328;JM-VE;-1.7037795622514;48.0341540490942
35210;COLLEGE BD DE LA DUCHESSE ANNE;Aérien;Public;;;20080401;OM-MM;-1.77311329125371;48.1518279823517
35352;PARKING NOEL DU FAIL  RUE DE LA TOUCHE;Aérien;Public;;;20080425;VE;-1.59985003809933;48.0410354227015
35238;Rue Saint-Hélier (angle boulevard Laënnec);Enterré;Public;Sans;Résine;;VE;-1.66640312143416;48.1059686194508
35281;BD JEAN MERMOZ N°55;Aérien;Public;;;20080425;VE;-1.69429980133097;48.095731835771
35066;CENTRE COMMERCIAL CHAMPION ANGLE ROUTE DE BRUZ;Aérien;Public;;;20080328;VE;-1.7138050168882;48.046814383444
35065;RUE DE LA CHESNAIE;Aérien;Public;;;20080331;VE;-1.86695604990346;48.124178208435
35047;Déchèterie (Les Garennes - Route de Laillé);Aérien;Public;;;;JM-VE;-1.75161991619375;48.0040325295115
35238;Rue Roger Henri Guerrand (ZAC La Courrouze);Enterré;Public;Sans;Métal;20100203;OM-MM-VE;-1.69864901620016;48.1003738254204
35238;2  square du Docteur Fernand Jacq;Enterré;Public;Sans;Métal;20100511;OM-MM-VE;-1.65411581071118;48.0937854451482
35281;BD JEAN MERMOZ FACE N° 26;Aérien;Public;;;20080425;VE;-1.69182395208247;48.0965595951534
35238;Rue de Lorient (angle rue Kerviller);Aérien;Public;;;20080226;VE;-1.70605962894473;48.1090841450901
35238;Angle rue Charles Marie Widor;Aérien;Public;Sans;Enrobé;20090611;VE;-1.65797186050497;48.1245655189066
35240;RESIDENCE AUGUSTE RENOIR;Aérien;Public;;;;OM-MM;-1.79854741926788;48.0988431392043
35055;Mail Camille Claudel angle mail François Mitterand;Enterré;Public;Sans;Métal;20080904;OM-MM;-1.6088548380551;48.0855247393259
35024;LE HOUSSET;Aérien;Public;;;20080310;VE;-1.63716580351748;48.1721874369825
35238;Rue Alexandre Lefas (angle rue Guy Ropartz);Aérien;Public;;Gravier;;VE;-1.65634510915485;48.1305155635186
35238;Square de Flandre (centre commercial);Aérien;Public;Sans;;20100728;VE;-1.70808137914054;48.12306040875
